weibo_id,user_name,user_link,weibo_content,original,publish_place,publish_time,publish_tool,like_num,retweet_num,comment_num
Jthkep2ed,vivina2000,https://weibo.cn/u/1404249417,"转发理由:真是什么都有人喷//@万事风过耳:真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏:医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩:脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:29,HUAWEI P40 5G,0,0,0
Jthk3oAKO,南昌交通广播,https://weibo.cn/nanchangfm951,南昌交通广播:#医生回应术后豪饮葡萄糖#【#医生回应连做4小时手术后豪饮葡萄糖遭质疑#：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。  http://t.cn/A6Gi5ObP ,True,无,2020-11-10 18:29,微博视频号,0,0,0
JthjpfEUN,-XYZA-,https://weibo.cn/sozero,"转发理由:问这问题的有点人味吗//@万事风过耳 :真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏 :医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩 :脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:27,微博国际版,0,0,2
JthiZuRdj,姜花翿,https://weibo.cn/u/5186391215,"转发理由://@万事风过耳:真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏:医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩:脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:26,Share微博客户端,0,0,0
JthiLm9wO,西安同城君,https://weibo.cn/u/7463067730,西安同城君:【#西安#医生手术后喝葡萄糖水遭质疑 回应：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6GiPwv9 ,True,无,2020-11-10 18:26,微博视频号,0,0,1
Jthi1hulD,新浪常州,https://weibo.cn/u/5155939787,新浪常州:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ,True,无,2020-11-10 18:24,iPhone客户端,0,0,0
JthfFj5BF,败家草,https://weibo.cn/u/1789467650,"转发理由://@万事风过耳: 真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏:医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩:脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:18,搜狗高速浏览器,0,0,0
JtheQ9Jxa,artncat,https://weibo.cn/u/7284210852,"转发理由:葡萄糖水又没有多少钱顺手都给维修师傅一瓶水，怎么给你做手术的医生喝点水就舍不得了//@万事风过耳:真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏:医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩:脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:16,Redmi K30 全速热爱,0,0,0
Jthddq3jx,Sandal_1,https://weibo.cn/u/2097963974,"转发理由:我为啥觉得这个新闻已经见过一次了？？？//@万事风过耳 :真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏 :医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩 :脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:12,微博国际版,0,0,0
Jth9o9o63,万事风过耳,https://weibo.cn/u/1827165291,"转发理由:真当医生是机器人吗？机器人还的充电呢吧//@十年寒窗咋都没冻死我捏:医生一台手术几个小时和和葡萄糖和生理盐水不是很正常吗//@琂珩:脑子抽啦？花你钱了？  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 18:03,好吃贪睡风Android,11,11,1
Jth988FvW,西部网,https://weibo.cn/cnwest,西部网:#医生回应术后豪饮葡萄糖#【#医生回应连做4小时手术后豪饮葡萄糖遭质疑#：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6Gi50sl ,True,无,2020-11-10 18:02,iPhone客户端,1,0,1
Jth8Fw4r8,陕西都市快报,https://weibo.cn/sxtv2,陕西都市快报:#医生回应术后豪饮葡萄糖#【#医生回应连做4小时手术后豪饮葡萄糖遭质疑#：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6Gi5RBr ,True,无,2020-11-10 18:01,新版微博 weibo.com,332,1,6
Jth89kINF,南方都市报,https://weibo.cn/nddaily,南方都市报:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6GiPwv9 ,True,无,2020-11-10 18:00,微博视频号,1394,73,210
Jth81CwjD,陕西都市热线,https://weibo.cn/dsrx,陕西都市热线:#医生回应术后豪饮葡萄糖#【#医生回应连做4小时手术后豪饮葡萄糖遭质疑#：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。  http://t.cn/A6Gi5ObP ,True,无,2020-11-10 17:59,微博视频号,21,1,10
Jth814prs,陕西都市快报,https://weibo.cn/sxtv2,陕西都市快报:#医生回应术后豪饮葡萄糖#【#医生回应连做4小时手术后豪饮葡萄糖遭质疑#：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6Gi50sl ,True,无,2020-11-10 17:59,微博视频号,13,3,8
Jth7UtKSm,坏死的结局,https://weibo.cn/u/5572597381,"转发理由:医生在手术室喝了一瓶葡萄糖，到底谁买单  
原始用户: N视频
转发内容: #医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ",False,无,2020-11-10 17:59,iPhone客户端,0,0,0
Jth7UgxNf,西安一点事,https://weibo.cn/1744747u,西安一点事:【#西安#医生手术后喝葡萄糖水遭质疑 回应：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:59,微博视频号,1,0,1
Jth61clj5,白龙江林区检察,https://weibo.cn/u/5648628585,白龙江林区检察:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:54,微博视频号,0,0,0
Jth5uEN8r,节操娘桃花子,https://weibo.cn/u/1605203592,"转发理由:葡萄糖挺好喝的其实……医生手术后喝葡萄糖有什么问题吗  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-10 17:53,开心就好iPhone客户端,0,58,0
Jth2bEXch,咸阳聚焦,https://weibo.cn/u/3142304257,咸阳聚焦:#西安# 【西安一神经外科 #医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:45,iPhone客户端,0,1,3
JtgYp2Siy,NOWnews今日新闻,https://weibo.cn/nownews,NOWnews今日新闻:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:36,微博视频号,5,1,4
JtgWZzM5B,西安讯点,https://weibo.cn/u/3151530492,西安讯点:【#西安#医生手术后喝葡萄糖水遭质疑 回应：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:32,微博视频号,2098,28,261
JtgUlhcSt,新浪湖北健康频道,https://weibo.cn/hbhealth,新浪湖北健康频道:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:26,微博视频号,0,0,0
JtgSCgVOT,新浪陕西,https://weibo.cn/weibosx,新浪陕西:【#西安#医生手术后喝葡萄糖水遭质疑 回应：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。（N视频）http://t.cn/A6GiPwv9 http://t.cn/RDUnNFD ,True,无,2020-11-10 17:21,微博视频号,204,3,39
JtgSyqmAw,西安同城,https://weibo.cn/u/6072764837,西安同城:#西安# 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。#西安新近事#   （N视频）  http://t.cn/A6GiPwv9  #西安[地点]# ,True,无,2020-11-10 17:21,微博 weibo.com,3,0,5
JtgS9Ejag,西安身边事,https://weibo.cn/sxfocus,西安身边事:#西安# 【西安一神经外科 #医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:20,微博视频号,170,4,34
JtgPesQWT,西北大小事,https://weibo.cn/u/3203014922,西北大小事:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:13,微博视频号,0,0,0
JtgLL6qCS,头条新闻,https://weibo.cn/breakingnews,头条新闻:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ,True,无,2020-11-10 17:04,微博视频号,15223,423,1347
JtgA85hp8,延长检察,https://weibo.cn/u/5598591659,延长检察:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 16:36,微博视频号,3,1,0
Jtgsu77Dl,陕西新闻广播,https://weibo.cn/u/3439488490,陕西新闻广播:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6GiPwv9 ,True,无,2020-11-10 16:17,微博视频号,20,5,2
JtgnVAlz3,陕视点,https://weibo.cn/u/2691927847,陕视点:【#医生回应术后豪饮葡萄糖#】#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。   http://t.cn/A6GiAJGx ,True,无,2020-11-10 16:06,微博视频号,2,0,0
JtgiakmHD,凌晓雒,https://weibo.cn/xueyiqianlove,凌晓雒:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 15:51,Android,2,1,2
JtghNhuo9,第一新闻,https://weibo.cn/di1xinwen,第一新闻:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 15:51,永远在线iPhone X,22,3,9
Jtg4zE3pT,NewsWorker杨,https://weibo.cn/u/7281895819,NewsWorker杨:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 15:18,iPhone客户端,0,0,0
Jtg4u1iHN,啊吧啊吧199603,https://weibo.cn/u/7511545551,啊吧啊吧199603:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 15:18,iPhone客户端,0,0,0
Jtg4jCeHu,塔可202010,https://weibo.cn/u/7511151541,塔可202010:#医生回应术后豪饮葡萄糖#【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。 http://t.cn/A6GiPwv9 ,True,无,2020-11-10 15:17,iPhone客户端,0,0,0
